type,latitude,longitude,alt,speed,course
T,50.905920,-114.030563,1024.000000,7.280000,270.130000
T,50.905920,-114.030563,1024.000000,7.280000,270.130000
T,50.905920,-114.030563,1024.000000,7.280000,270.130000
T,50.905920,-114.030563,1024.000000,7.280000,270.130000
T,50.905920,-114.030563,1024.000000,7.280000,270.130000
T,50.905920,-114.030563,1022.900000,7.280000,270.130000
T,50.905920,-114.030563,1022.900000,7.280000,270.130000
T,50.905925,-114.030448,1022.900000,6.540000,308.420000
T,50.905925,-114.030448,1022.900000,6.540000,308.420000
T,50.905925,-114.030448,1022.900000,6.540000,308.420000
T,50.905925,-114.030448,1022.900000,6.540000,308.420000
T,50.905925,-114.030448,1022.900000,6.540000,308.420000
T,50.905925,-114.030448,1022.900000,6.540000,308.420000
T,50.905925,-114.030448,1022.900000,6.540000,308.420000
T,50.905925,-114.030448,1022.900000,6.540000,308.420000
T,50.905925,-114.030448,1022.900000,6.540000,308.420000
T,50.905925,-114.030448,1021.700000,6.540000,308.420000
T,50.905907,-114.030442,1021.700000,5.360000,282.020000
T,50.905907,-114.030442,1021.700000,5.360000,282.020000
T,50.905907,-114.030442,1021.700000,5.360000,282.020000
T,50.905907,-114.030442,1021.700000,5.360000,282.020000
T,50.905907,-114.030442,1021.700000,5.360000,282.020000
T,50.905907,-114.030442,1021.700000,5.360000,282.020000
T,50.905907,-114.030442,1021.700000,5.360000,282.020000
T,50.905907,-114.030442,1021.700000,5.360000,282.020000
T,50.905907,-114.030442,1021.700000,5.360000,282.020000
T,50.905907,-114.030442,1020.500000,5.360000,282.020000
T,50.905907,-114.030442,1020.500000,5.360000,282.020000
T,50.905907,-114.030442,1020.500000,5.360000,282.020000
T,50.905907,-114.030442,1020.500000,5.360000,282.020000
T,50.905903,-114.030462,1020.500000,5.180000,274.930000
T,50.905903,-114.030462,1020.500000,5.180000,274.930000
T,50.905903,-114.030462,1020.500000,5.180000,274.930000
T,50.905903,-114.030462,1020.500000,5.180000,274.930000
T,50.905903,-114.030462,1020.500000,5.180000,274.930000
T,50.905903,-114.030462,1019.500000,5.180000,274.930000
T,50.905903,-114.030462,1019.500000,5.180000,274.930000
T,50.905895,-114.030477,1019.500000,5.410000,272.000000
T,50.905895,-114.030477,1019.500000,5.410000,272.000000
T,50.905895,-114.030477,1019.500000,5.410000,272.000000
T,50.905895,-114.030477,1019.500000,5.410000,272.000000
T,50.905895,-114.030477,1019.500000,5.410000,272.000000
T,50.905895,-114.030477,1019.500000,5.410000,272.000000
T,50.905895,-114.030477,1019.500000,5.410000,272.000000
T,50.905895,-114.030477,1019.500000,5.410000,272.000000
T,50.905895,-114.030477,1018.600000,5.410000,272.000000
T,50.905890,-114.030495,1018.600000,6.140000,281.860000
T,50.905890,-114.030495,1018.600000,6.140000,281.860000
T,50.905890,-114.030495,1018.600000,6.140000,281.860000
T,50.905890,-114.030495,1018.600000,6.140000,281.860000
T,50.905890,-114.030495,1018.600000,6.140000,281.860000
T,50.905890,-114.030495,1018.600000,6.140000,281.860000
T,50.905890,-114.030495,1018.600000,6.140000,281.860000
T,50.905890,-114.030495,1018.600000,6.140000,281.860000
T,50.905890,-114.030495,1018.800000,6.140000,281.860000
T,50.905890,-114.030495,1018.800000,6.140000,281.860000
T,50.905893,-114.030518,1018.800000,6.790000,282.190000
T,50.905893,-114.030518,1018.800000,6.790000,282.190000
T,50.905893,-114.030518,1018.800000,6.790000,282.190000
T,50.905893,-114.030518,1018.800000,6.790000,282.190000
T,50.905893,-114.030518,1018.800000,6.790000,282.190000
T,50.905893,-114.030518,1018.800000,6.790000,282.190000
T,50.905893,-114.030518,1018.800000,6.790000,282.190000
T,50.905893,-114.030518,1018.800000,6.790000,282.190000
T,50.905893,-114.030518,1018.000000,6.790000,282.190000
T,50.905893,-114.030518,1018.000000,6.790000,282.190000
T,50.905900,-114.030560,1018.000000,7.550000,278.230000
T,50.905900,-114.030560,1018.000000,7.550000,278.230000
T,50.905900,-114.030560,1018.000000,7.550000,278.230000
T,50.905900,-114.030560,1018.000000,7.550000,278.230000
T,50.905900,-114.030560,1018.000000,7.550000,278.230000
T,50.905900,-114.030560,1018.000000,7.550000,278.230000
T,50.905900,-114.030560,1018.000000,7.550000,278.230000
T,50.905900,-114.030560,1017.200000,7.550000,278.230000
T,50.905900,-114.030560,1017.200000,7.550000,278.230000
T,50.905900,-114.030560,1017.200000,7.550000,278.230000
T,50.905900,-114.030560,1017.200000,7.550000,278.230000
T,50.905905,-114.030602,1017.200000,7.510000,276.680000
T,50.905905,-114.030602,1017.200000,7.510000,276.680000
T,50.905905,-114.030602,1017.200000,7.510000,276.680000
T,50.905905,-114.030602,1017.200000,7.510000,276.680000
T,50.905905,-114.030602,1017.200000,7.510000,276.680000
T,50.905905,-114.030602,1017.200000,7.510000,276.680000
T,50.905905,-114.030602,1017.200000,7.510000,276.680000
T,50.905905,-114.030602,1016.500000,7.510000,276.680000
T,50.905920,-114.030652,1016.500000,7.450000,280.230000
T,50.905920,-114.030652,1016.500000,7.450000,280.230000
T,50.905920,-114.030652,1016.500000,7.450000,280.230000
T,50.905920,-114.030652,1016.500000,7.450000,280.230000
T,50.905920,-114.030652,1016.500000,7.450000,280.230000
T,50.905920,-114.030652,1016.500000,7.450000,280.230000
T,50.905920,-114.030652,1016.500000,7.450000,280.230000
T,50.905920,-114.030652,1016.500000,7.450000,280.230000
T,50.905920,-114.030652,1015.500000,7.450000,280.230000
T,50.905920,-114.030652,1015.500000,7.450000,280.230000
T,50.905920,-114.030675,1015.500000,7.070000,276.960000
T,50.905920,-114.030675,1015.500000,7.070000,276.960000
T,50.905920,-114.030675,1015.500000,7.070000,276.960000
T,50.905920,-114.030675,1015.500000,7.070000,276.960000
T,50.905920,-114.030675,1015.500000,7.070000,276.960000
T,50.905920,-114.030675,1015.500000,7.070000,276.960000
T,50.905920,-114.030675,1015.500000,7.070000,276.960000
T,50.905920,-114.030675,1015.500000,7.070000,276.960000
T,50.905920,-114.030675,1014.000000,7.070000,276.960000
T,50.905920,-114.030675,1014.000000,7.070000,276.960000
T,50.905917,-114.030668,1014.000000,7.030000,284.090000
T,50.905917,-114.030668,1014.000000,7.030000,284.090000
T,50.905917,-114.030668,1014.000000,7.030000,284.090000
T,50.905917,-114.030668,1014.000000,7.030000,284.090000
T,50.905917,-114.030668,1014.000000,7.030000,284.090000
T,50.905917,-114.030668,1014.000000,7.030000,284.090000
T,50.905917,-114.030668,1014.000000,7.030000,284.090000
T,50.905917,-114.030668,1014.000000,7.030000,284.090000
T,50.905917,-114.030668,1014.000000,7.030000,284.090000
T,50.905917,-114.030668,1012.800000,7.030000,284.090000
T,50.905910,-114.030653,1012.800000,5.970000,285.790000
T,50.905910,-114.030653,1012.800000,5.970000,285.790000
T,50.905910,-114.030653,1012.800000,5.970000,285.790000
T,50.905910,-114.030653,1012.800000,5.970000,285.790000
T,50.905910,-114.030653,1012.800000,5.970000,285.790000
T,50.905910,-114.030653,1012.800000,5.970000,285.790000
T,50.905910,-114.030653,1012.800000,5.970000,285.790000
T,50.905910,-114.030653,1012.800000,5.970000,285.790000
T,50.905910,-114.030653,1012.800000,5.970000,285.790000
T,50.905910,-114.030653,1011.300000,5.970000,285.790000
T,50.905910,-114.030653,1011.300000,5.970000,285.790000
T,50.905910,-114.030653,1011.300000,5.970000,285.790000
T,50.905917,-114.030668,1011.300000,7.720000,280.250000
T,50.905917,-114.030668,1011.300000,7.720000,280.250000
T,50.905917,-114.030668,1011.300000,7.720000,280.250000
T,50.905917,-114.030668,1011.300000,7.720000,280.250000
T,50.905917,-114.030668,1011.300000,7.720000,280.250000
T,50.905917,-114.030668,1011.300000,7.720000,280.250000
T,50.905917,-114.030668,1010.200000,7.720000,280.250000
T,50.905917,-114.030668,1010.200000,7.720000,280.250000
T,50.905913,-114.030677,1010.200000,7.290000,276.050000
T,50.905913,-114.030677,1010.200000,7.290000,276.050000
T,50.905913,-114.030677,1010.200000,7.290000,276.050000
T,50.905913,-114.030677,1010.200000,7.290000,276.050000
T,50.905913,-114.030677,1010.200000,7.290000,276.050000
T,50.905913,-114.030677,1010.200000,7.290000,276.050000
T,50.905913,-114.030677,1010.200000,7.290000,276.050000
T,50.905913,-114.030677,1010.200000,7.290000,276.050000
T,50.905913,-114.030677,1009.100000,7.290000,276.050000
T,50.905913,-114.030677,1009.100000,7.290000,276.050000
T,50.905913,-114.030697,1009.100000,6.490000,276.110000
T,50.905913,-114.030697,1009.100000,6.490000,276.110000
T,50.905913,-114.030697,1009.100000,6.490000,276.110000
T,50.905913,-114.030697,1009.100000,6.490000,276.110000
T,50.905913,-114.030697,1009.100000,6.490000,276.110000
T,50.905913,-114.030697,1009.100000,6.490000,276.110000
T,50.905913,-114.030697,1009.100000,6.490000,276.110000
T,50.905913,-114.030697,1009.100000,6.490000,276.110000
T,50.905913,-114.030697,1008.900000,6.490000,276.110000
T,50.905915,-114.030735,1008.900000,7.450000,273.990000
T,50.905915,-114.030735,1008.900000,7.450000,273.990000
T,50.905915,-114.030735,1008.900000,7.450000,273.990000
T,50.905915,-114.030735,1008.900000,7.450000,273.990000
T,50.905915,-114.030735,1008.900000,7.450000,273.990000
T,50.905915,-114.030735,1008.900000,7.450000,273.990000
T,50.905915,-114.030735,1008.900000,7.450000,273.990000
T,50.905915,-114.030735,1008.900000,7.450000,273.990000
T,50.905915,-114.030735,1008.200000,7.450000,273.990000
T,50.905915,-114.030735,1008.200000,7.450000,273.990000
T,50.905928,-114.030765,1008.200000,7.280000,277.480000
T,50.905928,-114.030765,1008.200000,7.280000,277.480000
T,50.905928,-114.030765,1008.200000,7.280000,277.480000
T,50.905928,-114.030765,1008.200000,7.280000,277.480000
T,50.905928,-114.030765,1008.200000,7.280000,277.480000
T,50.905928,-114.030765,1008.200000,7.280000,277.480000
T,50.905928,-114.030765,1008.200000,7.280000,277.480000
T,50.905928,-114.030765,1008.200000,7.280000,277.480000
T,50.905928,-114.030765,1007.400000,7.280000,277.480000
T,50.905928,-114.030765,1007.400000,7.280000,277.480000
T,50.905928,-114.030765,1007.400000,7.280000,277.480000
T,50.905928,-114.030765,1007.400000,7.280000,277.480000
T,50.905942,-114.030800,1007.400000,8.080000,279.900000
T,50.905942,-114.030800,1007.400000,8.080000,279.900000
T,50.905942,-114.030800,1007.400000,8.080000,279.900000
T,50.905942,-114.030800,1007.400000,8.080000,279.900000
T,50.905942,-114.030800,1007.400000,8.080000,279.900000
T,50.905942,-114.030800,1007.400000,8.080000,279.900000
T,50.905942,-114.030800,1007.400000,8.080000,279.900000
T,50.905942,-114.030800,1006.500000,8.080000,279.900000
T,50.905978,-114.030767,1006.500000,8.530000,286.440000
T,50.905978,-114.030767,1006.500000,8.530000,286.440000
T,50.905978,-114.030767,1006.500000,8.530000,286.440000
T,50.905978,-114.030767,1006.500000,8.530000,286.440000
T,50.905978,-114.030767,1006.500000,8.530000,286.440000
T,50.905978,-114.030767,1006.500000,8.530000,286.440000
T,50.905978,-114.030767,1006.500000,8.530000,286.440000
T,50.905978,-114.030767,1006.500000,8.530000,286.440000
T,50.905978,-114.030767,1005.600000,8.530000,286.440000
T,50.906033,-114.030738,1005.600000,8.530000,293.970000
T,50.906033,-114.030738,1005.600000,8.530000,293.970000
T,50.906033,-114.030738,1005.600000,8.530000,293.970000
T,50.906033,-114.030738,1005.600000,8.530000,293.970000
T,50.906033,-114.030738,1005.600000,8.530000,293.970000
T,50.906033,-114.030738,1005.600000,8.530000,293.970000
T,50.906033,-114.030738,1005.600000,8.530000,293.970000
T,50.906033,-114.030738,1005.600000,8.530000,293.970000
T,50.906033,-114.030738,1005.600000,8.530000,293.970000
T,50.906033,-114.030738,1004.800000,8.530000,293.970000
T,50.906033,-114.030738,1004.800000,8.530000,293.970000
T,50.906045,-114.030758,1004.800000,7.780000,294.980000
T,50.906045,-114.030758,1004.800000,7.780000,294.980000
T,50.906045,-114.030758,1004.800000,7.780000,294.980000
T,50.906045,-114.030758,1004.800000,7.780000,294.980000
T,50.906045,-114.030758,1004.800000,7.780000,294.980000
T,50.906045,-114.030758,1004.800000,7.780000,294.980000
T,50.906045,-114.030758,1004.800000,7.780000,294.980000
T,50.906045,-114.030758,1004.800000,7.780000,294.980000
T,50.906045,-114.030758,1004.100000,7.780000,294.980000
T,50.906070,-114.030783,1004.100000,8.490000,299.770000
T,50.906070,-114.030783,1004.100000,8.490000,299.770000
T,50.906070,-114.030783,1004.100000,8.490000,299.770000
T,50.906070,-114.030783,1004.100000,8.490000,299.770000
T,50.906070,-114.030783,1004.100000,8.490000,299.770000
T,50.906070,-114.030783,1004.100000,8.490000,299.770000
T,50.906070,-114.030783,1004.100000,8.490000,299.770000
T,50.906070,-114.030783,1004.100000,8.490000,299.770000
T,50.906070,-114.030783,1003.400000,8.490000,299.770000
T,50.906070,-114.030783,1003.400000,8.490000,299.770000
T,50.906070,-114.030783,1003.400000,8.490000,299.770000
T,50.906070,-114.030783,1003.400000,8.490000,299.770000
T,50.906067,-114.030783,1003.400000,6.530000,298.230000
T,50.906067,-114.030783,1003.400000,6.530000,298.230000
T,50.906067,-114.030783,1003.400000,6.530000,298.230000
T,50.906067,-114.030783,1003.400000,6.530000,298.230000
T,50.906067,-114.030783,1003.400000,6.530000,298.230000
T,50.906067,-114.030783,1003.400000,6.530000,298.230000
T,50.906067,-114.030783,1002.900000,6.530000,298.230000
T,50.906067,-114.030783,1002.900000,6.530000,298.230000
T,50.906073,-114.030787,1002.900000,6.360000,288.070000
T,50.906073,-114.030787,1002.900000,6.360000,288.070000
T,50.906073,-114.030787,1002.900000,6.360000,288.070000
T,50.906073,-114.030787,1002.900000,6.360000,288.070000
T,50.906073,-114.030787,1002.900000,6.360000,288.070000
T,50.906073,-114.030787,1002.900000,6.360000,288.070000
T,50.906073,-114.030787,1002.900000,6.360000,288.070000
T,50.906073,-114.030787,1002.900000,6.360000,288.070000
T,50.906073,-114.030787,1002.900000,6.360000,288.070000
T,50.906073,-114.030787,1002.100000,6.360000,288.070000
T,50.906038,-114.030773,1002.100000,4.520000,269.390000
T,50.906038,-114.030773,1002.100000,4.520000,269.390000
T,50.906038,-114.030773,1002.100000,4.520000,269.390000
T,50.906038,-114.030773,1002.100000,4.520000,269.390000
T,50.906038,-114.030773,1002.100000,4.520000,269.390000
T,50.906038,-114.030773,1002.100000,4.520000,269.390000
T,50.906038,-114.030773,1002.100000,4.520000,269.390000
T,50.906038,-114.030773,1002.100000,4.520000,269.390000
T,50.906038,-114.030773,1002.100000,4.520000,269.390000
T,50.906038,-114.030773,1002.100000,4.520000,269.390000
T,50.906030,-114.030775,1002.100000,7.140000,271.760000
T,50.906030,-114.030775,1002.100000,7.140000,271.760000
T,50.906030,-114.030775,1002.100000,7.140000,271.760000
T,50.906030,-114.030775,1002.100000,7.140000,271.760000
T,50.906030,-114.030775,1002.100000,7.140000,271.760000
T,50.906030,-114.030775,1002.100000,7.140000,271.760000
T,50.906030,-114.030775,1002.100000,7.140000,271.760000
T,50.906030,-114.030775,1002.100000,7.140000,271.760000
T,50.906030,-114.030775,1001.400000,7.140000,271.760000
T,50.906030,-114.030775,1001.400000,7.140000,271.760000
T,50.906027,-114.030797,1001.400000,5.780000,279.160000
T,50.906027,-114.030797,1001.400000,5.780000,279.160000
T,50.906027,-114.030797,1001.400000,5.780000,279.160000
T,50.906027,-114.030797,1001.400000,5.780000,279.160000
T,50.906027,-114.030797,1001.400000,5.780000,279.160000
T,50.906027,-114.030797,1001.400000,5.780000,279.160000
T,50.906027,-114.030797,1001.400000,5.780000,279.160000
T,50.906027,-114.030797,1001.400000,5.780000,279.160000
T,50.906027,-114.030797,1000.700000,5.780000,279.160000
T,50.906027,-114.030797,1000.700000,5.780000,279.160000
T,50.906027,-114.030797,1000.700000,5.780000,279.160000
T,50.906027,-114.030797,1000.700000,5.780000,279.160000
T,50.906010,-114.030762,1000.700000,5.300000,282.460000
T,50.906010,-114.030762,1000.700000,5.300000,282.460000
T,50.906010,-114.030762,1000.700000,5.300000,282.460000
T,50.906010,-114.030762,1000.700000,5.300000,282.460000
T,50.906010,-114.030762,1000.700000,5.300000,282.460000
T,50.906010,-114.030762,1000.700000,5.300000,282.460000
T,50.906010,-114.030762,1000.200000,5.300000,282.460000
T,50.905998,-114.030757,1000.200000,5.220000,271.740000
T,50.905998,-114.030757,1000.200000,5.220000,271.740000
T,50.905998,-114.030757,1000.200000,5.220000,271.740000
T,50.905998,-114.030757,1000.200000,5.220000,271.740000
T,50.905998,-114.030757,1000.200000,5.220000,271.740000
T,50.905998,-114.030757,1000.200000,5.220000,271.740000
T,50.905998,-114.030757,1000.200000,5.220000,271.740000
T,50.905998,-114.030757,1000.200000,5.220000,271.740000
T,50.905998,-114.030757,1000.200000,5.220000,271.740000
T,50.905998,-114.030757,999.600000,5.220000,271.740000
T,50.905990,-114.030747,999.600000,5.030000,271.220000
T,50.905990,-114.030747,999.600000,5.030000,271.220000
T,50.905990,-114.030747,999.600000,5.030000,271.220000
T,50.905990,-114.030747,999.600000,5.030000,271.220000
T,50.905990,-114.030747,999.600000,5.030000,271.220000
T,50.905990,-114.030747,999.600000,5.030000,271.220000
T,50.905990,-114.030747,999.600000,5.030000,271.220000
T,50.905990,-114.030747,999.600000,5.030000,271.220000
T,50.905990,-114.030747,999.600000,5.030000,271.220000
T,50.905990,-114.030747,999.000000,5.030000,271.220000
T,50.905972,-114.030757,999.000000,5.240000,273.290000
T,50.905972,-114.030757,999.000000,5.240000,273.290000
T,50.905972,-114.030757,999.000000,5.240000,273.290000
T,50.905972,-114.030757,999.000000,5.240000,273.290000
T,50.905972,-114.030757,999.000000,5.240000,273.290000
T,50.905972,-114.030757,999.000000,5.240000,273.290000
T,50.905972,-114.030757,999.000000,5.240000,273.290000
T,50.905972,-114.030757,999.000000,5.240000,273.290000
T,50.905972,-114.030757,998.200000,5.240000,273.290000
T,50.905972,-114.030757,998.200000,5.240000,273.290000
T,50.905970,-114.030765,998.200000,5.450000,273.190000
T,50.905970,-114.030765,998.200000,5.450000,273.190000
T,50.905970,-114.030765,998.200000,5.450000,273.190000
T,50.905970,-114.030765,998.200000,5.450000,273.190000
T,50.905970,-114.030765,998.200000,5.450000,273.190000
T,50.905970,-114.030765,998.200000,5.450000,273.190000
T,50.905970,-114.030765,998.200000,5.450000,273.190000
T,50.905970,-114.030765,998.200000,5.450000,273.190000
T,50.905970,-114.030765,997.400000,5.450000,273.190000
T,50.905970,-114.030765,997.400000,5.450000,273.190000
T,50.905970,-114.030765,997.400000,5.450000,273.190000
T,50.905970,-114.030765,997.400000,5.450000,273.190000
T,50.905968,-114.030783,997.400000,5.870000,273.330000
T,50.905968,-114.030783,997.400000,5.870000,273.330000
T,50.905968,-114.030783,997.400000,5.870000,273.330000
T,50.905968,-114.030783,997.400000,5.870000,273.330000
T,50.905968,-114.030783,997.400000,5.870000,273.330000
T,50.905968,-114.030783,996.500000,5.870000,273.330000
T,50.905968,-114.030783,996.500000,5.870000,273.330000
T,50.905967,-114.030803,996.500000,5.580000,273.950000
T,50.905967,-114.030803,996.500000,5.580000,273.950000
T,50.905967,-114.030803,996.500000,5.580000,273.950000
T,50.905967,-114.030803,996.500000,5.580000,273.950000
T,50.905967,-114.030803,996.500000,5.580000,273.950000
T,50.905967,-114.030803,996.500000,5.580000,273.950000
T,50.905967,-114.030803,996.500000,5.580000,273.950000
T,50.905967,-114.030803,996.500000,5.580000,273.950000
T,50.905967,-114.030803,996.500000,5.580000,273.950000
T,50.905967,-114.030803,995.700000,5.580000,273.950000
T,50.905957,-114.030817,995.700000,5.590000,277.330000
T,50.905957,-114.030817,995.700000,5.590000,277.330000
T,50.905957,-114.030817,995.700000,5.590000,277.330000
T,50.905957,-114.030817,995.700000,5.590000,277.330000
T,50.905957,-114.030817,995.700000,5.590000,277.330000
T,50.905957,-114.030817,995.700000,5.590000,277.330000
T,50.905957,-114.030817,995.700000,5.590000,277.330000
T,50.905957,-114.030817,995.700000,5.590000,277.330000
T,50.905957,-114.030817,995.700000,5.590000,277.330000
T,50.905957,-114.030817,995.500000,5.590000,277.330000
T,50.905935,-114.030760,995.500000,5.360000,284.080000
T,50.905935,-114.030760,995.500000,5.360000,284.080000
T,50.905935,-114.030760,995.500000,5.360000,284.080000
T,50.905935,-114.030760,995.500000,5.360000,284.080000
T,50.905935,-114.030760,995.500000,5.360000,284.080000
T,50.905935,-114.030760,995.500000,5.360000,284.080000
T,50.905935,-114.030760,995.500000,5.360000,284.080000
T,50.905935,-114.030760,995.500000,5.360000,284.080000
T,50.905935,-114.030760,995.500000,5.360000,284.080000
T,50.905935,-114.030760,994.900000,5.360000,284.080000
T,50.905938,-114.030703,994.900000,4.320000,315.030000
T,50.905938,-114.030703,994.900000,4.320000,315.030000
T,50.905938,-114.030703,994.900000,4.320000,315.030000
T,50.905938,-114.030703,994.900000,4.320000,315.030000
T,50.905938,-114.030703,994.900000,4.320000,315.030000
T,50.905938,-114.030703,994.900000,4.320000,315.030000
T,50.905938,-114.030703,994.900000,4.320000,315.030000
T,50.905938,-114.030703,994.900000,4.320000,315.030000
T,50.905938,-114.030703,994.900000,4.320000,315.030000
T,50.905938,-114.030703,998.400000,4.320000,315.030000
T,50.905938,-114.030703,998.400000,4.320000,315.030000
T,50.905938,-114.030703,998.400000,4.320000,315.030000
T,50.905993,-114.030475,998.400000,5.060000,336.500000
T,50.905993,-114.030475,998.400000,5.060000,336.500000
T,50.905993,-114.030475,998.400000,5.060000,336.500000
T,50.905993,-114.030475,998.400000,5.060000,336.500000
T,50.905993,-114.030475,998.400000,5.060000,336.500000
T,50.905993,-114.030475,998.400000,5.060000,336.500000
T,50.905993,-114.030475,998.400000,5.060000,336.500000
T,50.905993,-114.030475,998.400000,5.060000,336.500000
T,50.906025,-114.030385,998.400000,8.560000,336.970000
T,50.906025,-114.030385,998.400000,8.560000,336.970000
T,50.906025,-114.030385,998.400000,8.560000,336.970000
T,50.906025,-114.030385,998.400000,8.560000,336.970000
T,50.906025,-114.030385,998.400000,8.560000,336.970000
T,50.906025,-114.030385,998.400000,8.560000,336.970000
T,50.906025,-114.030385,998.400000,8.560000,336.970000
T,50.906025,-114.030385,998.400000,8.560000,336.970000
T,50.906025,-114.030385,998.100000,8.560000,336.970000
T,50.906025,-114.030385,998.100000,8.560000,336.970000
T,50.906020,-114.030378,998.100000,8.600000,295.170000
T,50.906020,-114.030378,998.100000,8.600000,295.170000
T,50.906020,-114.030378,998.100000,8.600000,295.170000
T,50.906020,-114.030378,998.100000,8.600000,295.170000
T,50.906020,-114.030378,998.100000,8.600000,295.170000
T,50.906020,-114.030378,998.100000,8.600000,295.170000
T,50.906020,-114.030378,998.100000,8.600000,295.170000
T,50.906020,-114.030378,998.100000,8.600000,295.170000
T,50.906020,-114.030378,998.900000,8.600000,295.170000
T,50.906017,-114.030410,998.900000,11.190000,281.830000
T,50.906017,-114.030410,998.900000,11.190000,281.830000
T,50.906017,-114.030410,998.900000,11.190000,281.830000
T,50.906017,-114.030410,998.900000,11.190000,281.830000
T,50.906017,-114.030410,998.900000,11.190000,281.830000
T,50.906017,-114.030410,998.900000,11.190000,281.830000
T,50.906017,-114.030410,998.900000,11.190000,281.830000
T,50.906017,-114.030410,998.900000,11.190000,281.830000
T,50.906017,-114.030410,998.900000,11.190000,281.830000
T,50.906017,-114.030410,998.700000,11.190000,281.830000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906015,-114.030440,998.700000,11.770000,280.420000
T,50.906007,-114.030475,998.700000,10.440000,285.210000
T,50.906007,-114.030475,998.700000,10.440000,285.210000
T,50.906007,-114.030475,998.700000,10.440000,285.210000
T,50.906007,-114.030475,998.700000,10.440000,285.210000
T,50.906007,-114.030475,998.700000,10.440000,285.210000
T,50.906007,-114.030475,998.700000,10.440000,285.210000
T,50.906007,-114.030475,998.500000,10.440000,285.210000
T,50.906012,-114.030508,998.500000,8.770000,297.160000
T,50.906012,-114.030508,998.500000,8.770000,297.160000
T,50.906012,-114.030508,998.500000,8.770000,297.160000
T,50.906012,-114.030508,998.500000,8.770000,297.160000
T,50.906012,-114.030508,998.500000,8.770000,297.160000
T,50.906012,-114.030508,998.500000,8.770000,297.160000
T,50.906012,-114.030508,998.500000,8.770000,297.160000
T,50.906012,-114.030508,998.500000,8.770000,297.160000
T,50.906012,-114.030508,998.500000,8.770000,297.160000
T,50.906012,-114.030508,999.900000,8.770000,297.160000
T,50.906043,-114.030535,999.900000,10.310000,313.340000
T,50.906043,-114.030535,999.900000,10.310000,313.340000
T,50.906043,-114.030535,999.900000,10.310000,313.340000
T,50.906043,-114.030535,999.900000,10.310000,313.340000
T,50.906043,-114.030535,999.900000,10.310000,313.340000
T,50.906043,-114.030535,999.900000,10.310000,313.340000
T,50.906043,-114.030535,999.900000,10.310000,313.340000
T,50.906043,-114.030535,999.900000,10.310000,313.340000
T,50.906043,-114.030535,999.800000,10.310000,313.340000
T,50.906043,-114.030535,999.800000,10.310000,313.340000
T,50.906082,-114.030563,999.800000,12.440000,314.820000
T,50.906082,-114.030563,999.800000,12.440000,314.820000
T,50.906082,-114.030563,999.800000,12.440000,314.820000
T,50.906082,-114.030563,999.800000,12.440000,314.820000
T,50.906082,-114.030563,999.800000,12.440000,314.820000
T,50.906082,-114.030563,999.800000,12.440000,314.820000
T,50.906082,-114.030563,999.800000,12.440000,314.820000
T,50.906082,-114.030563,999.800000,12.440000,314.820000
T,50.906082,-114.030563,999.500000,12.440000,314.820000
T,50.906102,-114.030643,999.500000,14.000000,305.730000
T,50.906102,-114.030643,999.500000,14.000000,305.730000
T,50.906102,-114.030643,999.500000,14.000000,305.730000
T,50.906102,-114.030643,999.500000,14.000000,305.730000
T,50.906102,-114.030643,999.500000,14.000000,305.730000
T,50.906102,-114.030643,999.500000,14.000000,305.730000
T,50.906102,-114.030643,999.500000,14.000000,305.730000
T,50.906102,-114.030643,999.500000,14.000000,305.730000
T,50.906102,-114.030643,999.500000,14.000000,305.730000
T,50.906102,-114.030643,999.700000,14.000000,305.730000
T,50.906102,-114.030643,999.700000,14.000000,305.730000
T,50.906102,-114.030643,999.700000,14.000000,305.730000
T,50.906102,-114.030643,999.700000,14.000000,305.730000
T,50.906120,-114.030710,999.700000,14.190000,291.040000
T,50.906120,-114.030710,999.700000,14.190000,291.040000
T,50.906120,-114.030710,999.700000,14.190000,291.040000
T,50.906120,-114.030710,999.700000,14.190000,291.040000
T,50.906120,-114.030710,999.700000,14.190000,291.040000
T,50.906120,-114.030710,999.700000,14.190000,291.040000
T,50.906120,-114.030710,999.600000,14.190000,291.040000
T,50.906142,-114.030807,999.600000,14.880000,285.250000
T,50.906142,-114.030807,999.600000,14.880000,285.250000
T,50.906142,-114.030807,999.600000,14.880000,285.250000
T,50.906142,-114.030807,999.600000,14.880000,285.250000
T,50.906142,-114.030807,999.600000,14.880000,285.250000
T,50.906142,-114.030807,999.600000,14.880000,285.250000
T,50.906142,-114.030807,999.600000,14.880000,285.250000
T,50.906142,-114.030807,999.600000,14.880000,285.250000
T,50.906142,-114.030807,999.400000,14.880000,285.250000
